55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,574,575,574,575,574,575,574,575,574,575,574,575,55,55,55,55
55,55,55,55,119,120,120,120,120,120,120,120,120,120,120,121,55,55,55,55
55,55,55,55,171,172,172,172,172,314,315,172,172,172,172,173,55,55,55,55
55,55,574,575,171,172,172,172,625,366,367,625,172,172,172,173,574,575,55,55
55,55,55,55,171,172,172,172,172,172,172,172,172,172,172,173,55,55,55,55
55,55,574,575,171,172,172,172,172,172,172,172,172,172,172,173,574,575,55,55
55,55,55,55,171,172,172,172,172,172,172,172,172,172,172,173,55,55,55,55
55,55,574,575,171,172,172,172,172,172,172,172,172,172,172,173,574,575,55,55
55,55,55,55,171,172,172,172,172,172,172,172,172,172,172,173,55,55,55,55
55,55,574,575,223,224,224,224,224,224,224,224,224,224,224,225,574,575,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,574,575,574,575,574,575,574,575,574,575,574,575,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
