58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,573,574,573,574,573,574,573,574,573,574,573,574,58,58,58,58
58,58,58,58,119,120,120,120,120,120,120,120,120,120,120,121,58,58,58,58
58,58,58,58,171,172,172,172,172,172,172,172,172,172,172,173,58,58,58,58
58,58,573,574,171,172,172,172,172,172,172,172,172,172,172,173,573,574,58,58
58,58,58,58,171,172,172,172,172,172,172,172,172,172,172,173,58,58,58,58
58,58,573,574,171,172,172,172,172,172,172,172,172,172,172,173,573,574,58,58
58,58,58,58,171,172,172,172,172,172,172,172,172,172,172,173,58,58,58,58
58,58,573,574,171,172,172,172,172,172,172,172,172,172,172,173,573,574,58,58
58,58,58,58,171,172,172,172,172,172,172,172,172,172,172,173,58,58,58,58
58,58,573,574,223,224,224,224,224,224,224,224,224,224,224,225,573,574,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,573,574,573,574,573,574,573,574,573,574,573,574,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
